               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.041318,             0.01315,                   0,             0.71108,             0.68421,             0.69073,             0.37803,            0.020732,           0.0057768,                   0,           0.0092971,           0.0092971,           0.0092971
                  73,            0.040919,            0.015135,                   0,             0.91607,             0.57477,             0.67287,             0.32638,            0.019283,           0.0065335,                   0,           0.0092872,           0.0092872,           0.0092872
                  74,            0.040879,             0.01382,                   0,             0.83756,             0.47368,             0.67608,             0.44638,            0.018047,           0.0052486,                   0,           0.0092773,           0.0092773,           0.0092773
                  75,            0.040086,            0.013347,                   0,              0.7869,             0.63158,             0.72091,             0.39827,            0.018013,           0.0053876,                   0,           0.0092674,           0.0092674,           0.0092674
                  76,            0.040332,            0.014758,                   0,             0.67464,             0.63158,             0.63533,             0.36729,            0.020385,           0.0061434,                   0,           0.0092575,           0.0092575,           0.0092575
                  77,            0.041148,              0.0145,                   0,             0.70403,             0.73684,             0.76353,              0.4044,            0.020735,           0.0053155,                   0,           0.0092476,           0.0092476,           0.0092476
                  78,            0.038652,            0.013064,                   0,             0.77128,             0.52632,             0.68478,             0.42156,            0.018175,            0.005439,                   0,           0.0092377,           0.0092377,           0.0092377
                  79,            0.039637,            0.013298,                   0,              0.8559,             0.57895,             0.73975,             0.45571,            0.017644,           0.0053114,                   0,           0.0092278,           0.0092278,           0.0092278
                  80,            0.039405,            0.012831,                   0,             0.83894,             0.63158,             0.68351,             0.37627,            0.020576,           0.0054123,                   0,           0.0092179,           0.0092179,           0.0092179
                  81,            0.040082,            0.014269,                   0,             0.58218,             0.68421,              0.6473,             0.40435,            0.020124,           0.0053525,                   0,            0.009208,            0.009208,            0.009208
                  82,            0.037672,            0.013868,                   0,             0.66889,             0.63158,             0.64497,             0.43133,            0.019831,           0.0051885,                   0,           0.0091981,           0.0091981,           0.0091981
